author,posted_on,rating,text
"Clay of Cartersville, GA",39973,0,"My internet has not been working properly for three months. Every time I call Comcast, they tell me to disconnect the modem and router to troubleshoot properly. I have done this numerous times. The internet is still not working. Comcast sent a technician to troubleshoot the issue. He said their signal was low and he would correct the problem. The internet does not work, again. Problem not solved!I changed the router and modem. Problem not solved. My neighbors say they are experiencing the same issue. I called Comcast and told them that my internet is not working and I would like a credit for the two months that it was not working. They said they will only issue one month's credit. I spoke to two different supervisors, and the last one I spoke with said I could not talk to her manager. She said she was the last step in the resolution process. Total crap! What kind of business is this? I am now cancelling my service with Comcast and going a different route. They have the most terrible service I have ever seen in my life!"
"Vishal of Mount prospect, IL",39970,0,"I ordered a Comcast high speed internet connection. This was long time back. I went out of town for six months for work related reason and my internet connection setup was never completed. I spoke to Gavan, one of the customer service agent on June 5th 2009 to set up internet connection at my place and had really bad customer service experience with him. He started yelling at me on the call with high tone (high voice). When I asked for supervisor (Michael), Michael also supported him saying, ""I know he was yelling at you,"" and acknowledged that he was standing next to him when he was doing so. Michael, being a team lead never apologized or tried convincing me. Instead, I hear his voice was too supportive for Gavan. I am very disappointed with this call and customer service experience with the Comcast. I would never ever recommend anybody in future to go for this kind of service and end up with bad customer service like this. I know Comcast might not take this as important, as they would lose only one customer but like this, there will be several others who might be the victims of such bad customer service and may think the same way. I am now switching to another service provider. I already have a Comcast modem, (which I paid $60 just for modem + shipping), which I purchased while placing an order. I wanted my money back but Comcast customer service is not even accepting the modem back. I was warned by my friends not to go with Comcast because they had bad experience with Comcast before but it was all my mistake or I would say ""wrong choice"". I don't know how to escalate this to the upper management in Comcast."
"Nicholas of Greensburg, PA",39970,0,"I was out of town on a business trip. I knew there was some kind of issue with my Internet when I could not remotely connect to my home computer. When I returned home from the trip, I was without service on my Internet, phone/fax and television. I called the Comcast number and was told that they would get right back to me with a time that a service technician could look at my service. I waited 4 hours and didn't receive a call. I called back and was told that it would possibly be 3 days until they could come. I asked to speak to a supervisor and explained to him that my office is at my home and I was losing business time related to the outage. He was quite rude. I then drove to the local office and was told again that they would call me to tell me when a representative could provide the service. Twenty-four hours later, no call and no service."
"David of Aurora, co",39966,0,"This company has been not sending out regular bills to me monthly, which means I get late/disconnect notices and phony late charges. They also have not been posting my payments! I feel my information and or checking account could be compromised. This is very troubling that they can get away with this sort of thing! I have 2 other complaints pending with them as it is! My bill has tripled now! They say I owe them over $140-plus. My monthly bill is $45.00! Times are stressing enough without garbage like this going on! I will be filing for compensation!"
"Alan of Hayward, CA",39966,0,"I have been a long time customer of Comcast Internet and I have noticed some inequities that Comcast is offering involving their Internet service. It appears that in some areas, they are now offering a 12 mbps speed at an introductory offer at $19.99 for 6 months. Then it will return to the $42.95 a month that I am currently spending for only 6 mbps and the new rate will not be available in my area until 12/09 per Comcast representative. When I asked for an adjustment to at least the $19.99 for the 6 mbps, I was told that Comcast has only one base rate. This doesn't seem fair at all. Something needs to be done about this cavalier attitude towards consumers."
"M of Denver, CO",39963,0,"I signed up for 1 year promo of cable and high speed internet for $24.95 a month. I should have realized it was a scam. A technician came out a week ago and did the install. Everything was fine. A week later and I can't get Comcast internet to stay online now. I called, did live chat and finally had to reinstall my Cricket USB modem. Wow! Cricket is working and Comcast isn't. I guess it's true that you get what you pay for. I'm just glad Comcast hasn't charged me as much as the other people on here. I'm giving them 2 more weeks and if they can't get it fixed, I'll switch to Qwest. Qwest has a pretty good promo right now too."
"Marilyn of Boca Raton, FL",39959,0,"On April 20, 2009 continuing to the present date, I have been experiencing rolling ""blackouts"" of internet service that I pay for from Comcast. I have called them 6 times in the last 6 weeks, have had technicians to my home that claim nothingäó»s wrong, and yet I continue to have denial of service with no explanation from Comcast. Approximately every 5 to 10 minutes, my internet connection is ""cut off"". The TV signal is fine. I continue to pay $30 a month for internet service that is completely unstable with no explanation from Comcast. Every time I am disconnected from the internet, around every 5 minutes, I lose whatever I was working on at the moment. I have lost thousands of dollars being cut off from my online stock brokerage account. There is no way to recover from the losses."
"Joe of Fremont, CA",39953,0,"Do any people still remember when Comcast bought AT&T internet, it raised up price immediately? I bought my 1st Motorola modem and it caused many disconnections after 1-2 years, thus I bought a 2nd RCA modem and used it another 2-3 years. And again, I need to reset the modem a few times a day. Each call to Comcast is a long time waste. I then turned over to DSL and it works 1-2 years and I reset it only once.I used to tent their cable modem for a short time then use one I bought from eBay. After 2 years, Comcast suddenly started to charge my rental free and asked me to return my modem. I called in and went in and they checked with the warehouse. A lady said I was correct yet manager said the case was not completed yet. A bad thing was when I returned the rented modem, nobody gave me a receipt. This time, I was forced to give them my modem and a kind lady did give me a receipt. But I still keep all PayPal records so that I may dig out my purchase record."
"Darrell of Merrillville, IN",39953,0,"My internet service with Comcast was disconnected for one year because Comcast claims that I was using too much bandwidth. I had been warned before but the person I talked to told me to purchase bandwidth monitoring software. If Comcast wants their customers to stay within certain limits, then they should provide bandwidth monitoring software. I should not have to purchase something like that myself. It should be provided by Comcast. When I opened my cellular account, I purchased a specific number of minutes that I can use every month. Whenever I want to find out how many minutes I have used, all I have to do is sign into my account and I can find out how many minutes I have used. Comcast does not have any such tool."
"Jennifer of West Jordan, UT",39946,0,"We signed up for Comcast in May of 2008. We asked if the price was promotional, who doesn't now, and we remember being told it wasn't. Last week we talked to a Jennifer, and her supervisor, they were going to look up sign up phone call and see if we had asked about promotional price. They also said they would call us back - like I believe that. Today I was told by Amy, ""The supervisor was unable to pull the phone conversation. These are usually 6 month promotional so don't complain about rate increases.""Well, I am complaining. If you look at their ads on their website, we could only find one that said it was a promotional offer. Most of them never mentioned that the offer was limited. Our bill never showed promotional as we saw with our DirecTV bill. It never showed a promotional discount or anything that could have brought our attention to this situation earlier. I have looked into other Internet providers and they are the only one that isn't a dial up, available to me. We never signed anything but the work paper that said the installers have fixed any damages to my yard. My sprinklers were only fixed after 4 days of phone calls."
"Lisa of Soquel, CA",39944,0,"I just realized my Comcast high-speed internet bill has practically doubled. When I signed up for it, no one from Comcast ever told me that the rate would increase. When I complained about this, the Comcast rep said that the service tech (who is a local contractor and not a Comcast employee) who installed it would have told us that the $42 was a promotional rate. I told the Comcast rep that I was not even home when internet was installed, so the rep then told me that the service tech (again, a non-Comcast employee) left information that said that the $42 a month was only a 6-month promotional cost. Why didn't Comcast tell me that when I was signing up for their service? Why does Comcast rely on a local contractor who is not even a Comcast employee to inform of forthcoming changes on my bill? I want to know why, when I was on the phone signing up for Comcast internet, that I was never told about the price increase. This is not right! I think that it is totally unfair that when I was on the phone signing up for the internet, a Comcast rep told me it was going to be $42 a month. They never said it was a promotional rate and was going to jump to $72. I think Comcast should tell you that when you are signing up for their service."
"Luke of St. Paul, MN",39944,0,"I had trouble with internet connection for more than five days. I found that I could not connect internet from May 1st. I waited for the line to come back one day and I reported this trouble on May 2nd, very early in the morning. At the first call, I was told that I had to change the modem, so I dropped by a Comcast service center and changed the modem. But the trouble continued, so I called again. At that time I was told that there might be some trouble in our area, so I wait for about 4 hours and try connecting the internet. But after 4 and more hours, there was still no internet connection, so I called again. At this call, I was again told that the trouble might be a regional so I wait for more time and contact them. But the internet line never came alive.So I called again the next day (May 3rd) and scheduled someone to come over. Someone scheduled (Tuesday) May 5th for service, which was according to him, the earliest day possible. On the service day, the person came could not find the trouble and scheduled another service for the next day (May 6th). On Wednesday afternoon, finally, the service people could find the problem. The total time I could not access to the internet was more than 120 hours.After all of this trouble, I called Comcast for asking credit or refund for not being able to use internet for those days, as I told from one of the representatives I talked with. A billing representative I talked with told me that I could get 2 days of credit, which is about 2 dollars something cents. I explained her that the service could not be used for more than 5 days, but she said according to the record, she could just give me 2 days of credit. Maybe they counted only Monday and Tuesday because I reported trouble on Sunday and it was fixed on Wednesday.I could not use internet for 5 days and also the cable reception was not that good either during the time. I did not hear sincere apology or any care for my inconvenience. I even had to call to get refund, but all I could get was 2 days of credit and that is less than $3! I think I have to quit my Comcast service, and I'll tell all the people I know about this story so that they would know about Comcast more."
"Jason of Eugene, OR",39943,0,"I called Comcast to report an intermediate outage with my high-speed internet service and speed problem. The first time I called, I was told nothing was wrong. I knew that wasn't true. I have major issues with my line speed and when they come out, it's early and they said, ""You're not going to get any better than that. I'm sorry, sir."" Whatever. I have never experienced this slow of speed for six years of having their service at other addresses. And if it does not get fixed very soon, I am canceling my service and going elsewhere. I have been paying top dollar for crap and it's not worth paying as much as I do to deal with their stupidity. Their techs are very unprofessional. If it's not my house, grab your ladder and check the line in from the pole. I say it's pure lazy. They look around, don't test anything or make sure everything is tight. Then they leave and it messes up over and over again."
"Rob of Abingdon, MD",39939,0,"I called Comcast to report an outage with my high-speed Internet service. The first time I called, I was told nothing was wrong. I knew that wasn't true due to experiencing it for a while at that point. I called the next morning. I was told the agent saw my signal problem and would schedule a tech visit. She tried to schedule it for Friday but that was ""already taken"" when she tried. So, the next appointment that would be able to fit my schedule was Tuesday between 5 PM and 8 PM. I did that because my wife and I both work and that was a time I knew we would both be there. The agent came before 3 PM, said nobody was there so the appointment was canceled. I called to complain and was told no appointments for my account were seen but a street service call had been made for my street and he would have tech come to my door. That never happened. I called today to get an update on what the street call discovered. There was nothing there regarding it and the only help I was going to get was to schedule another service call on Friday between 2 PM and 5 PM, which means on my day off, I have to sit in my house and wait for somebody to maybe show up. When I asked for a supervisor, I was told supervisors don't take calls and I would need to leave a message and get a call back. Of course, I was told a supervisor couldn't help. It has been a week now with these issues and no resolutions. My account has poor documentation and service calls I requested aren't showing on it.My Internet service is still spotty. My cable modem, which is five years old and out-dated technology, needs to be replaced and the tech should be doing that along with checking everything from my house out to the road. I am not required to take time out of my day to get a new cable modem and get it set up or take time out of my day to sit and wait for a tech who may not show up. All this time, I am not getting the service I am paying for each month."
"Alaina of Atlanta, GA",39934,0,"I recently disconnected my internet and phone service with AT&T due to telephone issues. I switched to Comcast ""high-speed"" internet and cable TV. I have only had the service for a few months and already I've called and contacted customer service almost 7 times! Ridiculous! Either my cable TV signal is screwy or the on-demand will not pull up. Now my Comcast ""high-speed"" internet is the slowest it's ever been! AT&T is better people! Seriously, I never had problem with their internet service and now I'm seriously considering switching back. Comcast is a joke. Their commercials are false and their internet is the worst I've ever had! Either it disconnects halfway through or it takes 10 minutes or more to connect, period! Getting from page to page is a hassle. I have to continuously refresh the page and retry! I've tried everything, even their McAfee security which is also a joke. My laptop is only 6 months old! My hard drive is clean and it runs smoothly without the internet. But every time I get online, it's one headache after another. I'm seriously fed up and their customer service rep on their online chat disconnected from me after she read my complaint. How rude! They are ignoring my complaints and have yet to find a solution! AT&T is so much better."
"Alexa of Vallejo, CA",39930,0,"We signed a contract with Comcast for phone and internet service in June 2008. Since then, we have been continuously overcharged and ignored, even though we saved all contractual documents. When we show up in person at a Comcast store, we are dismissed and told to call the 1-800 number. When we call the 1-800 number, we are told they can't help us because they can't see the contractual documents that we have, yet they won't provide a phone, fax, or mailing address to send copies. If this were a small business, it would be an easy legal suit. Comcast is so large and unorganized that each time I speak to someone new, most, if not all, of the notes on our account have ""disappeared"" and they aren't even sure who I've spoken to before or who made changes to my account. This is ridiculous. We've wasted countless hours trying to rectify the situation and whenever we are told the situation will be fixed and the credit will be applied to our account, it does not appear and those notes disappear. I am not sure what their employees are paid to do because they can never help us, and sometimes they flat out lie. It's disgusting that big businesses can get away with practices like this. I'm just waiting to receive my credit and cancel service."
"Joseph of Houston, TX",39929,0,"Out of the blue, my internet and home phone service with Comcast went out. Occasionally, a quick reset of the modem takes care of everything. This wouldn't come back on. I called the service people, who advertise their 24/7 availability, and was told that although they were still there, it was late in the day on Friday and nothing would be done. I was told at first that nothing would be done until Monday. Since the phone service includes 911, I protested. The representative told me my claim had been escalated and that someone would call me the next day (Saturday) and also visit that day to fix everything.Having heard nothing by nearly noon on Saturday, I called again. A representative tried to reset the system again and then told me when that failed that the service people would call me within 30 minutes. After an hour, nothing. My service came back on briefly and then disappeared again. I called Comcast again and someone reset the system again and I had service briefly. He apologized but didn't get in touch with anyone at service and more or less hung up before I could ask for a supervisor. My system went down yet again. I called Comcast and finally someone explained to me that the previous employee had lied to me or misled me about the way service works and that no one was ever going to just come out the next day or call within 30 minutes. While I appreciated his honesty, when I complained about the lack of 911 service, he told me, ""You don't want your service on so you can call 911"" and continued to refer to my outage as an inconvenience. No one anticipates calling 911. I've had to do it several times from my home, and I expect that a company that promises services I use for personal, business and emergency reasons will provide those services and not expect me to wait 72 hours to have them returned. The system has flickered back on, but no one has explained why this happened or made sure it won't happen again. At this point, I am in an agreement with a cancellation fee before two years, but I feel that Comcast should waive the fee. I'm certainly canceling my service. I'd recommend everyone be very careful about this company. Their promises are tantalizing but their service is reprehensible."
"Vickie of Fishers, IN",39927,0,"Our cable, internet, and phone service are terrible. After five missed appointments, I stopped the phone service. The technician never showed! He dropped off the modem and I installed it. We have cable internet only sporadically and they again can't send a technician. They can't fix it over the phone. I pay my bill every month for service we cannot enjoy. The cable TV works, but is often snowy when the service is interrupted. I can't conduct my business so I have to use a local copy center for internet access. We watch videos and buy the paper since we can't watch TV. They know I don't have any options and are so arrogant when I call for help. "
"Steve of Cumming, GA",39926,0,"Comcast Internet double charged me on my internet. When I contacted them, they told me to adjust my bill and send in payment. I did, they cut off my service without calling and notifying me. When I contacted to explain the situation for the 5th time including hold times over 45 min., they told me to pay the full bill and they would credit my account the next bill. I explained again that Jerrod, operator **, told me to pay the amount I owed. Their excuse again was to pay all the over charges and they would correct it on the next bill. Their customer service is the worst unless you're off the coast of Somalia and dealing with pirates. This has not been the only problem with service. Phone has gone down several times. This is also a business line. Warning, stay away from Comcast."
"Joseph of Fort Wayne, IN",39911,0,"As I sit here waiting for a supervisor to get expedited service, I'm using my cell phone, of course, at my cost. I've been watching my modem reset every 5 minutes or so for the past hour, rendering internet access and home phone service virtually nonexistent. Yes, I made the mistake of getting all 3 services from Comcast. My telephone constantly drops calls, so my home phone service - a vital necessity - doesn't work. Last Friday, on a business call, it dropped 4 times in 1/2 hour. About 2 weeks ago, a service call was scheduled, but no one showed. I learned that if you're not home to take a recorded pre-service call the night before, the service call is cancelled. It's now been 15 minutes on my cell, and no supervisor has answered. As of now, my service is set for Friday morning - that's 2 1/2 days with a modem that resets every few minutes and no consistent phone service. This is what you have to look forward to with Comcast. "
"Carmen of Dickson, TN",39910,0,"On 04/03/09, my email was not working so I called Comcast. They let me know that there was a problem with their service and they apologized. Shortly after that, a Comcast tech showed up here at my home to fix my computer (which by the way I did not order but since he was here, I figured it was a plus since he could now fix the problem). He asked what was the trouble. I explained that my email was not working so he proceeded to try and fix the problem. But instead, he and someone he contacted at Comcast decided that the way to resolve my problem was to change my email; he never asked me if it would be alright. By doing this they did away with my existing email which by the way I've had for 15 years and all my friends, family, banks, doctors and all the businesses I do business with cannot get in touch with me. Now Travis said that all I had to do was set up another email account. That is easy for him to say since it was not causing any problems for him. Here it is 4/6/09 in the evening and I still do not have my email back. They keep telling me they are working on it but nothing has been corrected as of yet. I've left a message for him (Travis **) but I still have not heard from him either. I am very frustrated and upset. I understand that this should never have happened, because no one has the right to change your email without permission. Someone forgot to tell Travis."
"David of Middletown, MD",39909,0,"On March 01, 2009, I had a service call by Comcast because of poor Internet service. The Comcast service tech diagnosed the problem as a faulty signal booster and removed the part. The signal booster had previously been installed by Comcast! The problem was fixed; however, Comcast billed us $24.95 for the service call to remove a faulty part they installed!. Between 3/6/09 and 4/6/09, I have placed four calls to Comcast to address this billing issue. I was told by two different customer service representatives that they would call back. To date, no one has called and I am still waiting for a $24.95 credit on my next bill."
"K of West Yarmouth, MA",39907,0,"I am with Comcast and was unable to access my email. I got a 400 error and was asked to call Comcast or chat with a rep. I clicked on chat and after 15 minutes, I am still not connected. I called Comcast to report and got a message that they have a heavy call volume. They said to call back later and then I was hung up on."
"Robert of Decatur, IL",39903,0,"At the present moment I have been on the phone for approx 2hrs and 16 min.Trying to get ahold of comcast to cancel my internet service. No answer. I thought I would call new service, and would you believe, they answered in less than 5 seconds. Something is wrong here. I am ready to cancell all three services with comcast. The service is very poor. "
"William of Reading, PA",39900,0,"Comcast Rewards Triple Play offered me a $4.99 movie credit.  I was unable to download the form and mail it to Comcast, so I contacted their customer service department, and was told on the phone by the male representative that he would look into why I was unable to download the form, and send me an email.  I never received the email and now the form is no longer on the website.  I was told that the movie credit was offered to me as a bonus for the services that I receive at Comcast.    Please look into this matter for me and thank you in advance."
"Burton of San Francisco, CA",39900,0,"I've used comcast for internet and have had poor results with the service.I had to buy a new modem so that it would work. Now I've terminated their service and they want the original modem back or they will charge me an additional $40. Since the modem did not perform well(freeze up) and they demand it to be returned, it makes me think that the modem that failed was a used one to start with. They refused the replacement that was working perfectly. "
"Sandra of Plainfield, IL",39898,0,"I am tired of Comcast. I work from home as an independent contractor and usually work between 11pm and 3am. Six times in a row now my phone has went dead and my internet connection dropped in the middle of my shift. I called comcast today and they told me it was due to service maintenance and would occur on a regular basis - normally late at night (during my work shift). This is unacceptable to me! I have used other internet and phone service providers who have NEVER caused any service interruptions due to maintenance. They either need to lower my payments for my service or figure out how other companies do their maintenance without causing these interruptions! It's not like the service goes down for only 10 minutes - it takes hours!Since this is occurring during my work hours, it is causing me to lose money and also causing my managers to think of me as being unreliable. If it happens again, I may just be out of a job and who needs that right now during this recession?"
"Alpesh of San Jose, CA",39897,0,The comcast claims to provide a very high speed internet service. I have purchased their 12Mbs internet service package. I have also purchased their triple play service which is the most expensive service. I am their high paying customer. I don't mind paying high monthly fees as long as I get quality of service.  Lately comcast internet speed is very slow. I tried to call the customer service and they didn't help at all. I kept on calling multiple times and problem hasn't been resolved.  They claim to provide highest internet speed. All their commercial focuses on speed.  I am getting 54kbs internet speed. I am paying for 12Mbs. Their customer support was unable to help. I plan to switch to other internet service provider. It is painful to switch service to other provider and waste of my time and money. I have to do this but wanted to file complain for comcast so other people dont' suffer.  
"Pat of Marshfield, MA",39890,0,"This is a follow up to my recent post.  After speaking to the head supervisor who was handling my case, she stated that they never received any of my faxes.  I told her that I found that very hard to believe.    I had verified that the fax number in fact was correct, and we managed to speak on a few occasions.  She was up front with me that she was in the phone and TV end of Comcast, but that she would discuss my problems with those in the internet department.  I got a phone call from her today, as she had promised.  She informed me that they were putting a $250 credit onto my account.  At least this was handled the right way, and they didn't offer me 18 months of a pay channel that I don't watch anyway.   Overall, once I put my foot down, which included a 30 day letter of demand from the Massachusetts General Law section, I ultimately got what I wanted, which was for Comcast to pay for my laptop. "
"Robert of Lake Oswego, OR",39889,0,"I signed up for internet and phone service last October(2008) on a promotional that was represented by salesperson as one price for life package. I have copy of signed order form with the price for life written in and now Comcast wants to renege on the package we purchased in good faith.I canceled my existing phone service and internet at the time and went with Comcast to save money.  Based on the package program cost on my current bill,they wish to charge me an additional $32.91 plus associated tax more per month beginning mid April."
"Ellen of Pleasanton, CA",39888,0,"I have had a contract for Highspeed Internet service with Comcast for 5 years. The price for that service has remained constant @ $46.21 a month. About 2 months ago Comcast sent me a notice saying they were charging me the wrong price for my service and would be making changes. I don't remember verbetum what the letter said, but it did say that if I was willing to add Television and Phone to my service package I could get a reduced price on the Highspeed internet. When I got my new bill, not only did my rate go up, but the megabyte per second speed went down to 4mbps from 6mbps. Plus, they prorated me for half a month?! I believe there are some unfair pricing practices going on. I feel like I am essentially being blackmailed into using Comcast's TV & Phone coverage just to keep a decent price for Highspeed Internet service. I think that Comcast is taking advantage of their monopoly on the Cable access to my community."
"Patricia of Rehoboth, MA",39885,0,"I have been unable to get into my email so I contacted comcast only to find out that a few days before they were tying to do an up grade in their smartzone(email) and apparantly something went wrong and now a lot of customers, like myself ares having problems getting in. When I contacted comcast, Which has been 3 days in a row now. First day I was told about the problem and we went through a walk around. It now takes me three steps and at least 3 tried to get into my email. The Second day, I was walked through a delete process of deleting several items, Then in the middle of restarting, everything went dead and I was totally disconnect and I had to call back. The Second indvidual did the same thing the first one did. Only this time he did give ne a ticket number. He also told me that he was hopeful that this will clear up in a few days. How's that for customer. I am paying good money for what is suppose to be a fast service and they can not get it correct. And per this individual I spoke with it has now been just about a week and the problem is still not cleared. Paying for a service that I am not getting. I count on my emails to keep in touch with my family that is out of state. Comcast is selling a sevice that they are not providing and are not compensating customers when they make mistakes. "
"Paul of Darien, IL",39883,0,"The modem for my internet and home phone use went dead. Replacement for this modem Must be done by a technician  and cannot be scheduled for 5 days.   Lets supposed not everyone in my house has a cell phone,,, that means NO ACCESS to a device that can provide an emergency call  to police  or fire dept., if required.   Give me back my ATT  service!   or provide a location to pick up  modem. These modems are no different than those that are sold on a shelve at Best Buy!  and my 12 year old grandson could and hook it up!    No access to email  or phone for my wife at this  time, who has used the internet for invites for a party this coming Saturday. ( no, not an emergency, but it sures does dissect someone from the regular world)."
"Pat of Marshfield, MA",39883,0,"I have been in the process of filing a loss claim against Comcast for nearly a month now. I downloaded their McAfee Security Suite that they offer to high speed internet customers. Along with crashing my hard drive and fracturing my registry, I lost my computer for 10 days. I had a Comcast tech come out to the house and within 2 minutes proved to me that it was not a Comcast issue, but my computer was trashed. I got on the phone with Comcast the day I got my computer back, and told them that a product that they are offering on their website caused my computer to fail. I told them that I felt that the $250 to repair my computer should be given back to me. The woman agreed and told me that the Claims Division will get to me within 72 hours. The claims person, John, did get back to me, and asked me to fax him the copy of my invoice for my repair. I also wrote him a statement of facts as a timeline so he could see what happened. I wrote on my cover letter, Please call me to let me know that you have received all pages in good order. I never received a phone call back. While trying to get in touch with him again, Comcast is unable to give a direct number to their Claims Department. In fact, I can't find anything online or over the phone for it. I sent the same faxes again, only this time, I made the Call me back statement huge and bold. Again, I never received a call. I had to go out of my way to my local Comcast office, and pleaded with the person to give me John and his supervisor's email address so I could get in touch with them. He does it, and wouldn't you know, the email address is inter-office only and doesn't allow outside email addresses in. Today, I sent a fax in 56 point font saying, Would John or Julie please call me at the number listed below. Guess what, no phone call today. I am at the point where I think that legal action is my only resort. Their complete lack of customer service is horrendous. I'm not asking them to put a man on the moon, I'm asking them to call me back and let me know that they received my faxes. Claims like this always seem to be lost or we never received it. My next move tomorrow is to call and cancel my service. Maybe then I will get an answer.$250 for repairing my laptop. 10 days of no computer, and no ability to keep an update of my work status (Union worker) Too many hours on the phone or online trying to get somebody to answer my simple questions, only to get re-routed to another generic 1-800-COMCAST phone number that says the same things to me that I've already heard 5 times that day."
"Lisa of Folsom, CA",39880,0,"comcast states they have 24 hour tech support, I am trying to get help to get my new computer to access my comcast internet and they hung up on me,I still can not go online with my new computer"
"R of Eugene, OR",39880,0,"I recently upgraded my internet service with Comcast to there 12 MBPS offering from their dumbed down 1 MBPS service.   For a week now I have tried to have them show me proof that I am actually getting 12 MBPS.  Consistently for the last week, various speeed tests that I have performed on multiple web sites have never produced a download speed greater than 960 KBPS.  Comcast reps consistently state that I have the 12 MBPS service but always avoid the question when I ask for proof.  I examined all the hardware, checked the connections, I am using there modem, so that is not an issue. They installed the lines just over a year ago, the computers get higher donwload speeds at other locations (non Comcast).    I think they are scamming people by selling a service that they are not actually offering.  Selling 12 MBPS when they are only supplying 1 MBPS is wrong.  They should be penalized for this business practice if in fact this is what they are doing and should have to reimburse if they have been deceitful in there practices.  I am requesting more comments and investigation into there practices...   Major waste of time, performance of my system.  There is no physical damage and the economic damage is somewhat intangible.  Maybe this is why they get away with it, because they know that the complaint process is cumbersome and most will acquiesce before going to the trouble."
"Ashutosh of Somerset, NJ",39880,0,"I am facing some issues with Comcast. I started their bundle services from July 2008 at $59.99. After some time the voice quality on the phone was very bad. It has frequent drop calls and sometimes the numbers are not getting dialed also. As a result i want to get it disconnected. When i called Comcast Customer Service, I was told that i cannot do that-if i do i need to pay the same price($59.99) for my comcast internet and that will be a lower speed internet(1X). Right now i m using double bundle with the comcast modem and the monthly bill comes out to be around $70.00  So is it okay that they charge $59.99 for the lower speed internet? I am asking to disconnect the phone which is having a lot of issues.  My next door neighbor is just using the comcast high speed internet and paying only $24.95. When i compared my speed via speed test, he is having the same speed that i am getting. So here Comcast is fooling people-I am getting the 1X speed even when they it's 6X. When i told comcast customer service that this option is available to have only high speed internet rather than both the services, they turned down my request for that also. They say we don't have that promotion now and i have to pay $59.99 even if i just use the so called High speed internet from Comcast. It's irony that everytime i call customer service I get different answers. Whatever they commit on the phone call, they are not ready to follow after a day itself. Very bad experience till now.My monthly bill from Comcast comes out to be around $70(with a lot of taxes etc..). On top of it because of this bad comcast phone, I need to buy a cell phone which I need to pay around $74 per month. I should have been paying only $24.95 with taxes it comes out to be around $28. So every month I am paying an additional $42.00 more for a lousy phone service."
"Laurie of Brighton, CO",39880,0,"Arnold is but one of a few poorly trained service representatives we have had to deal with in our relationship with Comcast Cable.  We switched to their high-speed broadband Internet service about two years ago. Things were fine until about six months ago when the modum (leased from Comcast) died.  Since then we have had to replace the modem twice and had a new cable hooked up to the house by various technician.  The latest modem (#3) died a few days ago. I called their Customer Service and they tried to fix it over the phone and finally said we had no connection. We had two options.  A technician could come and fix the problem or we could unhook the modem and take it to a Comcast payment center and have it replaced at no charge.  We went to the payment center and Arnold gave us a different modem.  I asked if it was new and he said it was a refurbished one from their warehouse. I also told him this was the third modem we had in six months.  His reply was that he had also had problems with his modem from Comcast and when he switched to their phone service, no more problems. We tried to hook up the new modem and power cord.  Comcast said to call them after we hooked it up.  We got no signal, so we called.  We talked to a very nice CSR named Tanya.  After several minutes she found out the reason we had no signal, noone had scanned our current modem into their system.  She took the time to do this.  I also found out that the servic call in which Comcast had installed a new cable to our house (which was supposed to be done at no charge per the technician who did the work) had been charged to our bill.  This work was done in January.  We did not receive a statment from Comcast in February.  When we did receive the March statement it had a $27 service call and also a late fee of @$6 added onto to our bill.  Tanya said we shouldn't have been charged for the service call and waived it.  She also waived the late fee and we had always paid our bill on time in the past.  We now have a working modem (for how long, who knows). I took the old power cord back the Arnold at the payment center.  He said I noticed that you had a service call and late payment waived from your account.  He said, See, we are working for you.  I told him we also had to wait for the new modem to be scanned into the system before it could be activated and the only reason the other items were waived is because we called and pointed it out to Comcast.  Arnold said, Have a nice day! Are we fortunate to pay Comcast $60/month for this frustration and lousy service.Each time we have had to contact Comcast, it takes us 2-3 including the wait for either a technician or CSR (who usually speaks English as a second language, which is hard to understand)to try and take care of the problem.  We don't get any monetary compensation from Comcast for the time we spend fixing their problems.  If we have any other problem, we will be switching to another company.  Unfortunately, their service will probably be the same.  So sad for the American consumer.  A sign of the times."
"Lisa of Oakland, CA","Feb. 28, 2009",0,"I have had Comcast service since it first took over AT&T cable. As their product offering increading their service has deterioratad. To the point where pricing goes increases and they limit my ability as a consumer to control my monthly bill.The last time i moved i was forced to utilize one of thier modems even though i had purchased mine through one of thier speciasls in order to avoid 'monthly modem fees. They also gave me a 'introductory' cable/ internet rate and was told i could modify it in the future as needed. Possible even obtain 'a la carte' services.  Today i was told that wasn't possible and could only downgrade to 20 channels for $15 or pay the $60. What? $15 or $60, where is the in between?!!! Then my internet service is not tiered at speeds, this was never the case before. We paid a flat fee for flat service. It's either $24 for 1mb or $45.95 for 6mb. Comcast is forcing consumers to bare bone service or excessive pricing.  Unless you choose to Bundle all three of their services.  They should NOT be allowed to treat consumers like this!Financial implications of unauthorized monthly fees and unclear billing practices. "
"Nancy of D, MD","Feb. 22, 2009",0,"When I moved to a new place I found out they had Comcast High speed and cable. I share the cable with three other people, and only 2 of us have a laptop. About 3 week's ago suddendly I lost all internet access so did my roomate.. I called Comcast a number of times and they are trying to tell me it's my computer, which is very strange since I have a PSP and a PS3 which is having the same problem. After weeks of calling them and pulling my hair out we cancelled Comcast and went to Verizon. We are not going to pay Comcast for something we cannot get.They should have stayed with TV service."
